age,workclass,education,marital-status,race,sex,hours-per-week,native-country,class
24,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
41,Others, HS-grad, Never-married, White,Female,40,United-States,<=50K
37,Private, HS-grad, Separated, Asian-Pac-Islander,Male,60,United-States,<=50K
45,Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander,Male,45,Japan,>50K
63,Others, HS-grad, Married-civ-spouse, White,Male,16,United-States,<=50K
36,Private, Masters, Married-civ-spouse, Asian-Pac-Islander,Male,45,India,<=50K
45,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
26,Private, Assoc-acdm, Never-married, White,Female,20,United-States,<=50K
17,Private, 11th, Never-married, White,Female,25,United-States,<=50K
27,Private, HS-grad, Married-civ-spouse, White,Male,36,Others,<=50K
43,Private, HS-grad, Married-civ-spouse, White,Male,65,United-States,<=50K
35,Private, HS-grad, Never-married, White,Male,55,United-States,<=50K
38,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
26,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
28,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
38,Private, Bachelors, Married-civ-spouse, White,Female,24,United-States,>50K
36,Private, 11th, Divorced, White,Female,40,United-States,<=50K
33,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,>50K
19,Private, HS-grad, Never-married, White,Male,70,United-States,<=50K
22,Others, Assoc-acdm, Never-married, White,Male,25,United-States,<=50K
42,Federal-gov, 10th, Married-civ-spouse, White,Male,40,Mexico,<=50K
50,Private, 10th, Married-civ-spouse, White,Male,40,United-States,>50K
30,Private, HS-grad, Married-civ-spouse, White,Male,30,United-States,<=50K
37,State-gov, Some-college, Married-civ-spouse, Asian-Pac-Islander,Male,40,Cambodia,<=50K
54,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
52,Self-emp-inc, Bachelors, Never-married, White,Male,40,United-States,<=50K
65,Private, 1st-4th, Married-civ-spouse, Other,Male,40,Others,<=50K
33,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
25,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
24,Private, Bachelors, Never-married, White,Male,45,United-States,<=50K
26,Private, Assoc-voc, Separated, Black,Female,40,United-States,<=50K
39,Private, HS-grad, Separated, White,Male,40,United-States,>50K
59,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
29,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
47,Private, 11th, Never-married, White,Female,45,United-States,<=50K
23,Others, Some-college, Never-married, White,Female,35,United-States,<=50K
64,Self-emp-inc, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
21,Private, HS-grad, Never-married, Other,Male,20,United-States,<=50K
32,Private, Some-college, Married-civ-spouse, Black,Female,40,United-States,>50K
26,Private, HS-grad, Never-married, Black,Female,37,United-States,<=50K
19,Others, Some-college, Never-married, Black,Female,20,United-States,<=50K
62,Self-emp-not-inc, Masters, Married-civ-spouse, White,Male,40,United-States,<=50K
32,Private, Bachelors, Married-civ-spouse, White,Male,55,United-States,>50K
75,Others, 10th, Married-spouse-absent, White,Female,5,United-States,<=50K
45,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
31,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
32,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
24,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
25,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
41,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
18,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
44,Private, Doctorate, Married-civ-spouse, White,Male,55,United-States,>50K
40,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
27,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
23,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
21,Private, Some-college, Never-married, Other,Male,40,United-States,<=50K
37,State-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
65,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,48,United-States,<=50K
43,Federal-gov, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
45,Private, HS-grad, Never-married, White,Male,44,United-States,<=50K
24,State-gov, Bachelors, Never-married, White,Female,40,United-States,<=50K
24,Private, Some-college, Never-married, White,Male,42,United-States,<=50K
19,Local-gov, Some-college, Never-married, White,Male,35,United-States,<=50K
37,Private, Bachelors, Married-civ-spouse, White,Male,65,United-States,>50K
24,Private, HS-grad, Never-married, White,Female,35,United-States,<=50K
34,Private, Some-college, Married-civ-spouse, White,Male,40,Germany,<=50K
50,State-gov, HS-grad, Married-civ-spouse, White,Female,39,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,Puerto-Rico,<=50K
39,Private, Bachelors, Married-civ-spouse, White,Male,60,United-States,<=50K
44,Self-emp-not-inc, 7th-8th, Married-civ-spouse, White,Male,38,United-States,<=50K
45,State-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
32,State-gov, 11th, Never-married, White,Male,40,United-States,<=50K
47,Federal-gov, Masters, Married-civ-spouse, Black,Male,40,United-States,>50K
50,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
32,Private, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,<=50K
19,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
19,Others, Some-college, Never-married, White,Female,20,United-States,<=50K
28,State-gov, Masters, Divorced, White,Male,10,Others,<=50K
28,Private, HS-grad, Divorced, White,Male,50,United-States,<=50K
39,Federal-gov, Masters, Never-married, White,Male,40,Poland,>50K
21,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
73,Self-emp-not-inc, Some-college, Widowed, White,Female,75,United-States,<=50K
39,Private, 7th-8th, Married-civ-spouse, White,Male,40,Mexico,<=50K
25,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
31,Private, Some-college, Married-AF-spouse, White,Female,20,United-States,<=50K
51,Private, Some-college, Divorced, White,Female,32,United-States,<=50K
39,Private, Bachelors, Married-civ-spouse, White,Female,28,United-States,<=50K
31,Private, Bachelors, Divorced, White,Male,40,United-States,<=50K
21,Private, Some-college, Never-married, Black,Male,17,United-States,<=50K
46,Private, Bachelors, Divorced, White,Male,50,United-States,>50K
73,Private, HS-grad, Divorced, White,Female,35,United-States,<=50K
41,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
20,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
27,Private, Assoc-acdm, Never-married, White,Male,30,United-States,<=50K
24,Private, Bachelors, Never-married, White,Male,35,United-States,<=50K
20,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
39,Private, Assoc-voc, Never-married, White,Male,40,United-States,<=50K
27,Private, Bachelors, Never-married, White,Male,28,United-States,<=50K
33,Private, 11th, Married-civ-spouse, White,Male,60,United-States,<=50K
33,Private, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo,Male,40,United-States,<=50K
36,State-gov, 9th, Married-civ-spouse, Black,Male,40,United-States,<=50K
55,Private, Some-college, Married-civ-spouse, White,Male,36,United-States,<=50K
19,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
35,Private, HS-grad, Never-married, White,Male,60,United-States,<=50K
34,Private, 5th-6th, Never-married, Asian-Pac-Islander,Male,40,Laos,<=50K
62,State-gov, Prof-school, Divorced, White,Female,35,United-States,<=50K
33,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
39,Private, 9th, Married-civ-spouse, White,Male,55,Mexico,<=50K
36,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Private, Bachelors, Divorced, White,Female,33,United-States,<=50K
39,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
38,Others, HS-grad, Married-civ-spouse, White,Female,10,United-States,>50K
18,Private, HS-grad, Never-married, White,Female,10,United-States,<=50K
61,Private, Some-college, Married-civ-spouse, White,Male,45,United-States,>50K
20,Federal-gov, Assoc-voc, Never-married, White,Female,36,United-States,<=50K
35,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,65,United-States,>50K
27,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
66,Private, 10th, Widowed, White,Female,38,United-States,<=50K
21,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
20,Private, Some-college, Never-married, White,Female,18,United-States,<=50K
34,Private, Some-college, Divorced, White,Male,40,United-States,<=50K
63,Private, 5th-6th, Never-married, White,Female,50,Others,<=50K
20,Others, HS-grad, Never-married, White,Male,40,United-States,<=50K
31,Private, HS-grad, Separated, White,Female,40,United-States,<=50K
41,Private, Doctorate, Married-civ-spouse, White,Male,60,United-States,<=50K
64,State-gov, 1st-4th, Married-civ-spouse, Other,Male,45,Columbia,<=50K
32,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
30,Local-gov, HS-grad, Married-civ-spouse, White,Male,50,United-States,>50K
36,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,72,United-States,<=50K
22,Private, Some-college, Never-married, White,Male,12,United-States,<=50K
53,Local-gov, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
50,Private, HS-grad, Widowed, Amer-Indian-Eskimo,Female,40,United-States,<=50K
36,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Self-emp-inc, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
55,Private, Bachelors, Never-married, White,Female,35,United-States,<=50K
38,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
28,Private, Bachelors, Never-married, Black,Male,50,United-States,<=50K
24,Local-gov, Bachelors, Never-married, White,Female,37,United-States,<=50K
60,Private, Some-college, Divorced, White,Female,40,United-States,<=50K
54,Private, 10th, Married-civ-spouse, Black,Male,40,United-States,<=50K
27,Self-emp-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
30,Private, Masters, Married-civ-spouse, White,Female,30,United-States,<=50K
54,Private, HS-grad, Widowed, White,Male,45,United-States,<=50K
44,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
52,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,>50K
18,Private, 11th, Never-married, White,Male,20,United-States,<=50K
55,Private, 7th-8th, Married-civ-spouse, White,Male,50,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
37,Private, Bachelors, Divorced, White,Female,40,United-States,>50K
22,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
45,Private, Bachelors, Married-civ-spouse, White,Male,45,England,>50K
38,Private, Bachelors, Married-civ-spouse, White,Male,60,United-States,<=50K
48,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
35,Private, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,<=50K
21,Private, Assoc-voc, Married-civ-spouse, White,Male,50,United-States,<=50K
37,Self-emp-not-inc, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,60,Philippines,>50K
18,Private, 11th, Never-married, White,Male,25,United-States,<=50K
26,Private, 10th, Divorced, White,Male,35,United-States,<=50K
48,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,50,United-States,<=50K
51,Private, Some-college, Separated, Black,Male,40,United-States,>50K
52,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
32,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
39,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,60,United-States,<=50K
51,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
54,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,<=50K
21,Private, Some-college, Never-married, White,Female,25,United-States,<=50K
43,Private, HS-grad, Separated, Black,Female,40,United-States,<=50K
32,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
31,State-gov, Masters, Married-civ-spouse, White,Male,35,United-States,>50K
73,Others, HS-grad, Married-civ-spouse, White,Male,8,United-States,<=50K
26,Private, Some-college, Never-married, Asian-Pac-Islander,Male,60,India,<=50K
35,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
73,Private, 5th-6th, Married-civ-spouse, White,Male,54,United-States,>50K
25,Self-emp-not-inc, Bachelors, Never-married, White,Female,40,United-States,<=50K
58,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Male,65,United-States,<=50K
32,Private, HS-grad, Separated, White,Female,37,United-States,<=50K
28,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Self-emp-not-inc, Masters, Never-married, White,Female,30,United-States,<=50K
53,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,48,United-States,<=50K
49,Private, HS-grad, Separated, White,Female,35,United-States,<=50K
55,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
29,Private, Some-college, Married-civ-spouse, White,Female,50,United-States,>50K
28,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Male,80,United-States,<=50K
44,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,<=50K
41,Private, Masters, Married-civ-spouse, White,Male,45,United-States,>50K
26,Private, Assoc-voc, Married-civ-spouse, White,Male,45,United-States,>50K
23,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
37,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Female,40,Germany,>50K
23,Private, Bachelors, Never-married, White,Male,50,United-States,>50K
33,Private, Some-college, Never-married, Black,Female,40,United-States,<=50K
44,Private, HS-grad, Never-married, White,Male,40,United-States,>50K
21,Private, Some-college, Never-married, White,Male,30,United-States,<=50K
36,Private, 11th, Married-civ-spouse, White,Male,40,Cuba,<=50K
44,Local-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
23,Private, HS-grad, Never-married, Black,Female,40,United-States,<=50K
26,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
32,Private, 5th-6th, Never-married, White,Male,40,Mexico,<=50K
31,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
50,Local-gov, HS-grad, Separated, Black,Female,35,United-States,<=50K
18,Self-emp-inc, Some-college, Never-married, White,Female,20,United-States,<=50K
49,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
59,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
38,Private, HS-grad, Separated, Black,Female,28,United-States,<=50K
50,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,55,United-States,<=50K
51,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,55,United-States,<=50K
22,Private, Some-college, Never-married, Asian-Pac-Islander,Male,35,United-States,<=50K
54,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,>50K
37,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
31,Private, Bachelors, Widowed, White,Male,60,United-States,<=50K
67,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
